0, '现在癌症有什么方法可以预防', '银耳对癌瘤有抑制作用。但无论如何，人们不应该害怕，而应采取积极的态度预防癌症。它对口腔干燥等症状有缓解作用，但对口：腔有炎症、溃疡以及鼻出血的病人不宜食用。金针菇也具有同样的功效，对肿瘤有抑制作用。预防癌症的食物1)牛奶和酸奶牛奶含钙和维生素d，在肠道内能与致癌物质相结合，清除其有害作用。猴头菇对胃癌有疗效，可延长病人的生存期，提高免疫力。ferri补充说，过度肥胖也会增加患癌症的可能。香菇对胃癌、食道癌、肺癌、宫颈癌有一定的疗效。家族病史是致命癌症的最大诱因，遗传可能导致基因中有致癌因素。抽烟的人有一半会死于与抽烟相关的疾病，其中很多是癌症。美国癌症协会建议人们每天至少做60分钟中度或稍强烈的运动，每周运动五次以上。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp预防癌症四点事项第一，不要抽烟，或者戒烟。美国癌症协会建议人们应该每天至少吃五种不同的蔬菜和水果，这是帮助抗癌的有效办法。在美国，90%的肺癌是直接由抽烟引起的，另外有3%是因为吸入二手烟造成的。如果直系亲属（父母、兄弟姐妹、子女）有过癌症，那么你可能需要在比较年轻的时候就做定期检查。《营养与癌症》杂志也公布说，很少吃水果和蔬菜的人患癌的可能性比吃水果蔬菜比较多的人高一倍。美国癌症协会也建议：选择全麦粉而不是精麦粉，限制红肉食用量，特别要少吃处理过的和高脂肪的肉类，限制酒精饮料，等等。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp恶性肿瘤的预防应该从饮食以及生活习惯注意。', 6, '2018-05-04 09:10:24', 4.01, 0
0, '癌症', '也许，还是不太明白。', 6, '2018-05-07 11:19:06', 0.56, 0
0, '癌症的预防', '世界癌症研究基金会多年来致力于癌症的基础、临床以及癌症预防等方面研究，总结了全世界在癌症领域的研究成果，提出了具有广泛科学依据的从膳食和健康方面预防癌症的14条建议。预防癌症四点事项第一，不要抽烟，或者戒烟。饮食预防癌症14法癌症是当前人类健康的最大敌人，每年全世界约有600万人被癌症夺去生命，其中我国约130万人死于癌症。但无论如何，人们不应该害怕，而应采取积极的态度预防癌症。但是，癌症也是可以控制的。预防癌症的食物1)牛奶和酸奶牛奶含钙和维生素D，在肠道内能与致癌物质相结合，清除其有害作用。预防癌症，如何饮食(1)食品多样化：食谱广不仅可满足机体所需的各种营养素，而且还能抑制有害致癌物质。喝酒多，同时又抽烟的患癌症的危险性更大。Ferri补充说，过度肥胖也会增加患癌症的可能。家族病史是致命癌症的最大诱因，遗传可能导致基因中有致癌因素。美国癌症协会建议人们每天至少做60分钟中度或稍强烈的运动，每周运动五次以上。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp预防癌症四点事项第一，不要抽烟，或者戒烟。美国癌症协会建议人们应该每天至少吃五种不同的蔬菜和水果，这是帮助抗癌的有效办法。如果直系亲属（父母、兄弟姐妹、子女）有过癌症，那么你可能需要在比较年轻的时候就做定期检查。《营养与癌症》杂志也公布说，很少吃水果和蔬菜的人患癌的可能性比吃水果蔬菜比较多的人高一倍。建议十四：对于饮食基本遵循以上建议的人来说，一般不必食用营养补充剂，营养补充剂对减少癌症的危险可能没什么帮助。美国癌症协会也建议：选择全麦粉而不是精麦粉，限制红肉食用量，特别要少吃处理过的和高脂肪的肉类，限制酒精饮料，等等。', 6, '2018-05-07 11:20:03', 2.42, 0
0, '什么癌？', '......', 0, '2018-05-07 11:20:31', 0, 0
0, '现在癌症有什么方法可以预防', '银耳对癌瘤有抑制作用。但无论如何，人们不应该害怕，而应采取积极的态度预防癌症。它对口腔干燥等症状有缓解作用，但对口：腔有炎症、溃疡以及鼻出血的病人不宜食用。金针菇也具有同样的功效，对肿瘤有抑制作用。预防癌症的食物1)牛奶和酸奶牛奶含钙和维生素d，在肠道内能与致癌物质相结合，清除其有害作用。猴头菇对胃癌有疗效，可延长病人的生存期，提高免疫力。ferri补充说，过度肥胖也会增加患癌症的可能。香菇对胃癌、食道癌、肺癌、宫颈癌有一定的疗效。家族病史是致命癌症的最大诱因，遗传可能导致基因中有致癌因素。抽烟的人有一半会死于与抽烟相关的疾病，其中很多是癌症。美国癌症协会建议人们每天至少做60分钟中度或稍强烈的运动，每周运动五次以上。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp预防癌症四点事项第一，不要抽烟，或者戒烟。美国癌症协会建议人们应该每天至少吃五种不同的蔬菜和水果，这是帮助抗癌的有效办法。在美国，90%的肺癌是直接由抽烟引起的，另外有3%是因为吸入二手烟造成的。如果直系亲属（父母、兄弟姐妹、子女）有过癌症，那么你可能需要在比较年轻的时候就做定期检查。《营养与癌症》杂志也公布说，很少吃水果和蔬菜的人患癌的可能性比吃水果蔬菜比较多的人高一倍。美国癌症协会也建议：选择全麦粉而不是精麦粉，限制红肉食用量，特别要少吃处理过的和高脂肪的肉类，限制酒精饮料，等等。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp恶性肿瘤的预防应该从饮食以及生活习惯注意。', 6, '2018-05-07 11:20:47', 3.31, 0
0, '癌症', '好像漏了点什么，能否再详细些？', 6, '2018-05-07 11:21:21', 0.6, 0
0, '抗癌秘方', '您的问题范围有点大，能否缩小一下范围？', 6, '2018-05-07 15:58:36', 1.6, 0
0, '癌症可以根治么？', '<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp因为癌症的恶劣程度<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp应选择中西医结合，西医可以暂时先控制是治标，但中药能治本，所以要中西医结合，但中草药不能按照传统的吃法，那样效果太慢太慢，要和现代生物结合，过程中还要注意饮食，不然很多营养会被癌细胞吸收，忧遁草是最近一两年新型抗癌草药，民间用法证实效果不错，但是站在中医的角度，应考虑病人的实际病情，针对性地配伍一些其它草药才能达到理想的效果。', 6, '2018-05-07 15:58:56', 1.61, 0
0, '你好', '你好，有什么可以帮到您？', 0, '2018-05-29 16:24:52', 0.1, 0
0, '我想问问题', '我真的好想你', 0, '2018-05-29 16:25:06', 2.76, 0
0, '这样子啊', '你才知道呀！', 0, '2018-05-29 16:25:25', 0.85, 0
0, '胰腺癌是什么癌？', '您的问题暂时无法回答，能否请您换个话题？', 0, '2018-05-29 16:25:44', 0.33, 0
0, '拜拜', '�', 0, '2018-05-29 16:34:11', 0.91, 0
0, '再见', '再见', 0, '2018-05-29 16:34:22', 0.19, 0
